Library	Quality	Initial_reads_aligned	Postfiltering_reads_aligned	Duplication_rate	Naive_coverage	Background	Reads_per_Mb	Percent_WC	Mode_GC	Mode_insert_size	Sequencing_for_0.05x_cov	Mitochondria_coverage	rDNA_coverage_5s	Average_telomere_length_kB
fibroblast-aml-single-c6-w8_	BrdU	212676	194352	6.5%	0.4%	22.9%	28	47.1%	50.0%	152	NA	0.0%	0.2%	0
fibroblast-aml-single-c6-w9_	BrdU	337788	309476	7.7%	0.7%	0.0%	44	100.0%	49.0%	150	0.34	0.0%	0.8%	0
recq5-2-negctrl-c11-w25_	p	94	74	40.5%	0.0%	0.0%	0	NA	55.0%	56	NA	0.0%	0.0%	0
recq5-2-negctrl-c12-w25_	p	70	32	31.3%	0.0%	0.0%	0	NA	35.0%	157	NA	0.0%	0.0%	0
recq5-2-single-c11-w1_	p	1137945	1040238	21.0%	2.0%	16.2%	124	52.1%	49.0%	150	0.29	0.0%	1.5%	0
recq5-2-single-c11-w10_	p	102	84	21.4%	0.0%	0.0%	0	NA	45.0%	47	NA	0.0%	0.0%	0
recq5-2-single-c11-w11_	p	78	60	0.0%	0.0%	40.0%	0	21.4%	42.0%	116	NA	0.0%	0.0%	0
recq5-2-single-c11-w12_	p	147004	133674	27.2%	0.2%	3.7%	15	10.0%	49.0%	150	>=2	0.0%	0.2%	0
recq5-2-single-c11-w13_	p	59	50	24.0%	0.0%	0.0%	0	NA	46.0%	51	NA	0.0%	0.0%	0
recq5-2-single-c11-w14_	p	170	130	13.8%	0.0%	0.0%	0	NA	44.0%	55	NA	0.0%	0.0%	0
recq5-2-single-c11-w15_	p	487125	444146	21.7%	0.8%	5.0%	55	19.1%	47.0%	153	0.97	0.0%	0.7%	0
recq5-2-single-c11-w16_	p	139138	127430	27.4%	0.2%	21.2%	13	25.0%	50.0%	150	>=2	0.0%	0.1%	0
recq5-2-single-c11-w17_	p	364007	334436	15.2%	0.7%	24.3%	38	32.4%	49.0%	149	0.67	0.0%	0.5%	0
recq5-2-single-c11-w18_	p	33	30	0.0%	0.0%	0.0%	0	NA	44.0%	112	NA	0.0%	0.0%	0
recq5-2-single-c11-w19_	p	88	84	11.9%	0.0%	0.0%	0	NA	41.0%	45	NA	0.0%	0.0%	0
recq5-2-single-c11-w2_	p	1238124	1130692	21.5%	2.2%	11.9%	136	59.0%	49.0%	152	0.28	0.0%	2.7%	0.0582959
recq5-2-single-c11-w20_	p	131547	119588	17.9%	0.2%	2.8%	15	10.0%	50.0%	152	>=2	0.0%	0.3%	0
recq5-2-single-c11-w21_	p	29	24	0.0%	0.0%	0.0%	0	NA	37.0%	122	NA	0.0%	0.0%	0
recq5-2-single-c11-w22_	p	264986	244002	25.1%	0.4%	22.9%	25	54.8%	51.0%	152	>=2	0.0%	0.7%	0
recq5-2-single-c11-w23_	p	48652	44902	6.4%	0.1%	18.3%	6	16.7%	49.0%	152	NA	0.0%	0.1%	0
recq5-2-single-c11-w24_	p	169928	154994	27.2%	0.3%	18.6%	16	17.6%	50.0%	152	>=2	0.0%	0.1%	0
recq5-2-single-c11-w26_	p	133189	122044	25.4%	0.2%	2.4%	14	3.4%	47.0%	150	>=2	0.0%	0.3%	0
recq5-2-single-c11-w27_	p	117257	105608	26.6%	0.2%	3.4%	12	12.9%	49.0%	149	>=2	0.0%	0.3%	0
recq5-2-single-c11-w28_	p	305853	278334	14.8%	0.6%	3.0%	37	11.4%	48.0%	151	0.71	0.0%	0.8%	0.236988
recq5-2-single-c11-w29_	p	66615	61156	23.8%	0.1%	16.5%	6	23.3%	51.0%	152	>=2	0.0%	0.2%	0
recq5-2-single-c11-w3_	p	2240568	2047276	21.8%	3.9%	19.7%	251	61.1%	47.0%	151	0.22	0.0%	3.4%	0
recq5-2-single-c11-w30_	p	21	16	0.0%	0.0%	0.0%	0	NA	40.0%	166	NA	0.0%	0.0%	0
recq5-2-single-c11-w31_	p	155550	141426	29.5%	0.2%	2.6%	15	10.0%	47.0%	153	>=2	0.0%	0.2%	0
recq5-2-single-c11-w32_	p	176823	161516	21.6%	0.3%	4.1%	19	9.4%	48.0%	153	>=2	0.0%	0.4%	0
recq5-2-single-c11-w33_	p	900566	822836	21.9%	1.6%	11.1%	98	28.3%	47.0%	150	0.34	0.0%	1.0%	0
recq5-2-single-c11-w34_	p	215057	198182	20.4%	0.4%	26.5%	22	24.1%	49.0%	151	>=2	0.0%	0.5%	0
recq5-2-single-c11-w35_	p	49	40	10.0%	0.0%	0.0%	0	NA	51.0%	43	NA	0.0%	0.0%	0
recq5-2-single-c11-w36_	p	146046	132962	20.6%	0.3%	4.1%	16	9.7%	47.0%	150	>=2	0.0%	0.2%	0
recq5-2-single-c11-w37_	g	522877	477884	19.3%	0.9%	4.5%	62	17.1%	49.0%	151	0.51	0.0%	0.8%	0
recq5-2-single-c11-w38_	p	43	40	10.0%	0.0%	0.0%	0	NA	44.0%	155	NA	0.0%	0.0%	0
recq5-2-single-c11-w39_	p	122950	111828	26.7%	0.2%	4.3%	13	12.9%	50.0%	151	>=2	0.0%	0.2%	0
recq5-2-single-c11-w4_	p	1335576	1217514	18.1%	2.4%	12.9%	160	48.2%	49.0%	151	0.24	0.0%	2.5%	0
recq5-2-single-c11-w40_	p	166474	150784	29.1%	0.3%	3.8%	17	3.2%	49.0%	152	>=2	0.0%	0.3%	0
recq5-2-single-c11-w41_	p	113305	102678	15.3%	0.2%	4.5%	14	7.1%	49.0%	150	>=2	0.0%	0.3%	0
recq5-2-single-c11-w42_	p	135	116	32.8%	0.0%	0.0%	0	NA	42.0%	131	NA	0.0%	0.0%	0
recq5-2-single-c11-w43_	p	71	68	5.9%	0.0%	0.0%	0	NA	60.0%	158	NA	0.0%	0.0%	0
recq5-2-single-c11-w44_	p	76385	68666	22.7%	0.1%	4.4%	8	12.0%	48.0%	151	>=2	0.0%	0.1%	0
recq5-2-single-c11-w45_	p	93	84	23.8%	0.0%	0.0%	0	NA	53.0%	149	NA	0.0%	0.0%	0
recq5-2-single-c11-w46_	p	501062	458296	19.5%	0.9%	3.2%	57	23.3%	41.0%	154	0.54	0.0%	0.6%	0
recq5-2-single-c11-w47_	p	33	30	6.7%	0.0%	0.0%	0	NA	42.0%	45	NA	0.0%	0.0%	0
recq5-2-single-c11-w48_	p	27	24	0.0%	0.0%	0.0%	0	NA	45.0%	95	NA	0.0%	0.0%	0
recq5-2-single-c11-w49_	p	49466	45284	7.9%	0.1%	10.3%	6	16.7%	50.0%	152	>=2	0.0%	0.1%	0
recq5-2-single-c11-w5_	p	60	52	0.0%	0.0%	0.0%	0	NA	46.0%	96	NA	0.0%	0.0%	0
recq5-2-single-c11-w6_	p	4033	3426	11.0%	0.0%	4.8%	0	0.0%	49.0%	151	NA	0.0%	0.0%	0
recq5-2-single-c11-w7_	p	127128	115752	22.0%	0.2%	12.8%	12	7.1%	50.0%	151	>=2	0.0%	0.1%	0
recq5-2-single-c11-w8_	p	78328	71122	27.1%	0.1%	3.4%	8	8.3%	50.0%	154	>=2	0.0%	0.1%	0.924255
recq5-2-single-c11-w9_	g	291977	265842	15.3%	0.5%	2.9%	36	11.8%	47.0%	150	0.74	0.0%	0.4%	0
recq5-2-single-c12-w1_	p	1496255	1365150	24.3%	2.5%	27.7%	162	59.3%	48.0%	151	0.27	0.0%	2.1%	0
recq5-2-single-c12-w10_	p	98225	89440	14.9%	0.2%	3.1%	12	14.3%	48.0%	151	NA	0.0%	0.1%	0
recq5-2-single-c12-w11_	p	44	42	0.0%	0.0%	0.0%	0	NA	46.0%	157	NA	0.0%	0.0%	0
recq5-2-single-c12-w12_	p	122344	111492	29.0%	0.2%	3.8%	12	16.7%	48.0%	153	>=2	0.0%	0.2%	0
recq5-2-single-c12-w13_	p	103334	94222	27.7%	0.2%	3.5%	11	13.3%	48.0%	151	>=2	0.0%	0.1%	0
recq5-2-single-c12-w14_	p	124051	112692	27.2%	0.2%	3.6%	13	13.3%	48.0%	151	>=2	0.0%	0.2%	0
recq5-2-single-c12-w15_	p	118724	107972	17.5%	0.2%	4.0%	14	7.7%	49.0%	151	>=2	0.0%	0.1%	0
recq5-2-single-c12-w16_	p	8	8	0.0%	0.0%	0.0%	0	NA	42.0%	144	NA	0.0%	0.0%	0
recq5-2-single-c12-w17_	p	66081	59984	19.1%	0.1%	19.4%	6	11.5%	51.0%	152	>=2	0.0%	0.2%	0
recq5-2-single-c12-w18_	p	389889	355682	22.3%	0.7%	4.9%	45	11.1%	48.0%	151	1.35	0.0%	0.2%	0
recq5-2-single-c12-w19_	p	406673	372918	28.9%	0.6%	11.8%	37	13.3%	49.0%	154	>=2	0.0%	1.1%	0
recq5-2-single-c12-w2_	p	1075038	978292	18.3%	1.9%	21.2%	126	55.2%	48.0%	152	0.26	0.0%	1.5%	0.0675318
recq5-2-single-c12-w20_	p	127264	116304	12.6%	0.2%	9.1%	15	14.3%	50.0%	153	>=2	0.0%	0.1%	0
recq5-2-single-c12-w21_	p	107036	97074	28.0%	0.2%	3.6%	11	4.0%	49.0%	149	>=2	0.0%	0.3%	0
recq5-2-single-c12-w22_	p	96121	86804	25.3%	0.2%	3.6%	10	7.1%	48.0%	152	>=2	0.0%	0.1%	0
recq5-2-single-c12-w23_	p	178859	162216	13.3%	0.3%	4.2%	22	7.4%	49.0%	151	>=2	0.0%	0.3%	0
recq5-2-single-c12-w24_	p	162175	146716	25.9%	0.3%	4.2%	17	10.0%	48.0%	149	>=2	0.0%	0.4%	0
recq5-2-single-c12-w26_	p	48	44	9.1%	0.0%	0.0%	0	NA	47.0%	152	NA	0.0%	0.0%	0
recq5-2-single-c12-w27_	p	40	32	12.5%	0.0%	0.0%	0	NA	32.0%	42	NA	0.0%	0.0%	0
recq5-2-single-c12-w28_	p	103480	94028	24.3%	0.2%	21.6%	10	19.4%	50.0%	150	>=2	0.0%	0.1%	0
recq5-2-single-c12-w29_	p	32	32	6.3%	0.0%	0.0%	0	NA	39.0%	118	NA	0.0%	0.0%	0
recq5-2-single-c12-w3_	p	2163159	1974092	26.6%	3.5%	15.6%	231	53.8%	49.0%	151	0.25	0.0%	3.7%	0
recq5-2-single-c12-w30_	p	210538	191514	25.1%	0.3%	4.7%	23	8.6%	48.0%	152	>=2	0.0%	0.4%	0
recq5-2-single-c12-w31_	p	69	48	8.3%	0.0%	0.0%	0	NA	51.0%	47	NA	0.0%	0.0%	0
recq5-2-single-c12-w32_	p	57	46	4.3%	0.0%	0.0%	0	NA	66.0%	127	NA	0.0%	0.0%	0
recq5-2-single-c12-w33_	p	346555	315750	18.8%	0.6%	3.4%	41	12.5%	49.0%	150	1.09	0.0%	0.6%	0
recq5-2-single-c12-w34_	p	408838	372656	18.5%	0.7%	3.8%	49	6.1%	46.0%	150	0.61	0.0%	0.5%	0
recq5-2-single-c12-w35_	p	556386	510320	44.2%	0.7%	0.0%	41	100.0%	50.0%	151	>=2	0.0%	1.1%	0
recq5-2-single-c12-w36_	p	325654	296824	20.7%	0.6%	3.6%	38	8.6%	49.0%	152	>=2	0.0%	0.4%	0
recq5-2-single-c12-w37_	p	36	34	0.0%	0.0%	0.0%	0	NA	55.0%	116	NA	0.0%	0.0%	0
recq5-2-single-c12-w38_	p	219063	199318	18.8%	0.4%	4.7%	26	9.4%	49.0%	152	>=2	0.0%	0.4%	0
recq5-2-single-c12-w39_	p	92	80	2.5%	0.0%	0.0%	0	NA	43.0%	159	NA	0.0%	0.0%	0
recq5-2-single-c12-w4_	p	1109963	1010752	18.6%	2.0%	11.6%	131	55.4%	49.0%	151	0.26	0.0%	2.2%	0
recq5-2-single-c12-w40_	p	395485	360824	18.5%	0.7%	4.9%	45	12.2%	49.0%	150	0.72	0.0%	0.5%	0
recq5-2-single-c12-w41_	p	105926	96486	11.3%	0.2%	2.3%	13	4.0%	50.0%	151	>=2	0.0%	0.4%	0
recq5-2-single-c12-w42_	p	94	82	26.8%	0.0%	0.0%	0	NA	44.0%	158	1.82	0.0%	0.0%	0
recq5-2-single-c12-w43_	p	23	20	0.0%	0.0%	0.0%	0	NA	35.0%	82	NA	0.0%	0.0%	0
recq5-2-single-c12-w44_	p	38	32	0.0%	0.0%	0.0%	0	NA	51.0%	48	NA	0.0%	0.0%	0
recq5-2-single-c12-w45_	p	441065	402346	17.4%	0.8%	5.9%	53	22.7%	43.0%	152	0.45	0.0%	0.9%	0
recq5-2-single-c12-w46_	p	66	34	0.0%	0.0%	0.0%	0	NA	51.0%	172	NA	0.0%	0.0%	0
recq5-2-single-c12-w47_	p	52234	47230	22.4%	0.1%	2.7%	6	4.2%	46.0%	153	>=2	0.0%	0.1%	0
recq5-2-single-c12-w48_	p	73470	66332	24.8%	0.1%	4.7%	8	7.7%	49.0%	152	>=2	0.0%	0.2%	0
recq5-2-single-c12-w49_	p	41469	37320	35.5%	0.1%	5.4%	4	4.0%	50.0%	149	>=2	0.0%	0.1%	0
recq5-2-single-c12-w5_	p	195	174	1.1%	0.0%	0.0%	0	NA	52.0%	166	NA	0.0%	0.0%	0
recq5-2-single-c12-w6_	p	138300	126056	19.3%	0.2%	5.6%	16	7.1%	48.0%	151	>=2	0.0%	0.3%	0
recq5-2-single-c12-w7_	p	115364	105592	15.6%	0.2%	5.3%	14	13.8%	51.0%	153	NA	0.0%	0.0%	0
recq5-2-single-c12-w8_	p	49	42	0.0%	0.0%	42.1%	0	14.3%	40.0%	132	NA	0.0%	0.0%	0
recq5-2-single-c12-w9_	g	420625	382602	16.6%	0.8%	3.2%	51	17.1%	49.0%	152	0.47	0.0%	0.9%	0
tcell-aml-negctrl-c3-w25_	empty	19	16	12.5%	0.0%	0.0%	0	NA	40.0%	41	NA	0.0%	0.0%	0
tcell-aml-negctrl-c4-w25_	empty	12	12	0.0%	0.0%	0.0%	0	NA	29.0%	125	NA	0.0%	0.0%	0
tcell-aml-single-c3-w1_	BrdU	1113347	1025580	4.4%	2.4%	27.7%	152	66.7%	47.0%	152	0.18	0.0%	2.8%	0.0632968
tcell-aml-single-c3-w10_	BrdU	87361	80262	3.5%	0.2%	7.1%	12	19.2%	48.0%	154	0.97	0.0%	0.1%	0
tcell-aml-single-c3-w11_	acceptable	155016	142014	3.9%	0.3%	1.9%	22	53.3%	49.0%	152	0.34	0.0%	0.7%	0
tcell-aml-single-c3-w12_	empty	33	26	0.0%	0.0%	0.0%	0	NA	37.0%	141	NA	0.0%	0.0%	0
tcell-aml-single-c3-w13_	BrdU	59615	53010	3.4%	0.1%	3.9%	4	34.6%	48.0%	155	0.89	0.0%	0.0%	0
tcell-aml-single-c3-w14_	BrdU	136202	126198	4.4%	0.3%	7.6%	18	38.2%	50.0%	152	0.5	0.0%	0.5%	0
tcell-aml-single-c3-w15_	empty	26	24	0.0%	0.0%	0.0%	0	NA	34.0%	100	NA	0.0%	0.0%	0
tcell-aml-single-c3-w16_	acceptable	60677	55458	4.0%	0.1%	4.4%	8	44.4%	48.0%	152	>=2	0.0%	0.1%	0
tcell-aml-single-c3-w17_	poor	16682	15274	3.0%	0.0%	7.9%	2	32.0%	49.0%	154	NA	0.0%	0.1%	0
tcell-aml-single-c3-w18_	empty	12	10	0.0%	0.0%	0.0%	0	NA	44.0%	100	NA	0.0%	0.0%	0
tcell-aml-single-c3-w19_	BrdU	597696	553284	4.9%	1.3%	9.3%	76	47.4%	47.0%	151	NA	0.0%	1.3%	0.116868
tcell-aml-single-c3-w2_	poor	611404	560824	5.6%	1.3%	35.2%	85	77.8%	49.0%	152	0.2	0.0%	1.1%	0
tcell-aml-single-c3-w20_	acceptable	128992	118176	3.6%	0.3%	2.4%	19	44.8%	49.0%	152	0.26	0.0%	0.3%	0
tcell-aml-single-c3-w21_	BrdU	191327	176158	9.4%	0.4%	0.0%	26	100.0%	50.0%	150	0.43	0.0%	0.5%	0
tcell-aml-single-c3-w22_	poor	50592	46402	4.6%	0.1%	4.2%	7	35.7%	49.0%	154	>=2	0.0%	0.0%	0
tcell-aml-single-c3-w23_	acceptable	69118	62938	3.6%	0.1%	2.6%	10	52.0%	48.0%	153	>=2	0.0%	0.1%	0
tcell-aml-single-c3-w24_	empty	32	24	0.0%	0.0%	0.0%	0	NA	42.0%	171	NA	0.0%	0.0%	0
tcell-aml-single-c3-w26_	empty	46	40	0.0%	0.0%	0.0%	0	NA	37.0%	97	NA	0.0%	0.0%	0
tcell-aml-single-c3-w27_	empty	37	34	11.8%	0.0%	0.0%	0	NA	35.0%	180	NA	0.0%	0.0%	0
tcell-aml-single-c3-w28_	BrdU	47692	43260	2.9%	0.1%	3.3%	6	12.0%	40.0%	151	>=2	0.0%	0.0%	0
tcell-aml-single-c3-w29_	empty	16	16	0.0%	0.0%	0.0%	0	NA	33.0%	67	NA	0.0%	0.0%	0
tcell-aml-single-c3-w3_	BrdU	1155045	1062248	4.8%	2.5%	40.9%	161	78.1%	49.0%	152	0.18	0.0%	2.6%	0
tcell-aml-single-c3-w30_	BrdU	115631	106936	3.4%	0.3%	23.8%	15	43.3%	49.0%	153	0.31	0.0%	0.1%	0
tcell-aml-single-c3-w31_	acceptable	127007	116914	4.1%	0.3%	1.9%	18	40.6%	49.0%	155	0.46	0.0%	0.3%	0
tcell-aml-single-c3-w32_	acceptable	73729	68108	3.2%	0.2%	2.4%	11	51.7%	48.0%	152	>=2	0.0%	0.5%	0
tcell-aml-single-c3-w33_	acceptable	67591	61632	3.8%	0.1%	3.3%	9	40.7%	49.0%	151	>=2	0.0%	0.0%	0
tcell-aml-single-c3-w34_	poor	18365	16822	2.6%	0.0%	2.9%	2	54.2%	50.0%	152	>=2	0.0%	0.0%	0
tcell-aml-single-c3-w35_	empty	17	10	0.0%	0.0%	0.0%	0	NA	36.0%	143	NA	0.0%	0.0%	0
tcell-aml-single-c3-w36_	BrdU	57137	52940	3.1%	0.1%	4.5%	8	40.7%	49.0%	152	0.73	0.0%	0.1%	0
tcell-aml-single-c3-w37_	BrdU	320488	293340	7.1%	0.7%	0.0%	44	100.0%	50.0%	153	0.27	0.0%	0.7%	0
tcell-aml-single-c3-w38_	acceptable	72928	66590	3.3%	0.2%	2.4%	10	32.0%	48.0%	151	>=2	0.0%	0.1%	0
tcell-aml-single-c3-w39_	BrdU	57855	53138	3.0%	0.1%	6.3%	8	32.0%	41.0%	150	1.14	0.0%	0.0%	0
tcell-aml-single-c3-w4_	BrdU	1311381	1211642	4.7%	2.8%	32.1%	195	70.0%	48.0%	152	0.18	0.0%	3.1%	0.107007
tcell-aml-single-c3-w40_	BrdU	83333	76154	3.3%	0.2%	5.2%	12	14.8%	44.0%	151	0.67	0.0%	0.4%	0
tcell-aml-single-c3-w41_	poor	19128	17516	1.9%	0.0%	3.1%	2	16.7%	50.0%	152	NA	0.0%	0.1%	0
tcell-aml-single-c3-w42_	BrdU	563181	524866	5.4%	1.2%	15.8%	84	63.3%	48.0%	152	0.2	0.0%	1.2%	0.247001
tcell-aml-single-c3-w43_	acceptable	80281	73292	3.7%	0.2%	2.3%	11	41.4%	50.0%	154	1.42	0.0%	0.1%	0
tcell-aml-single-c3-w44_	BrdU	141136	130488	5.9%	0.3%	38.2%	19	82.8%	50.0%	155	0.31	0.0%	0.5%	0
tcell-aml-single-c3-w45_	acceptable	95072	87182	3.1%	0.2%	3.4%	13	42.3%	50.0%	152	0.29	0.0%	0.2%	0
tcell-aml-single-c3-w46_	empty	20	16	0.0%	0.0%	0.0%	0	NA	42.0%	144	NA	0.0%	0.0%	0
tcell-aml-single-c3-w47_	poor	15143	13802	3.7%	0.0%	1.4%	2	38.5%	49.0%	149	>=2	0.0%	0.1%	0
tcell-aml-single-c3-w48_	acceptable	87028	79772	3.8%	0.2%	2.4%	12	33.3%	48.0%	152	0.75	0.0%	0.2%	0
tcell-aml-single-c3-w49_	acceptable	153639	140768	4.2%	0.3%	2.8%	22	46.7%	49.0%	153	NA	0.0%	0.2%	0
tcell-aml-single-c3-w5_	BrdU	23140	20784	4.4%	0.0%	4.5%	2	24.0%	51.0%	164	>=2	0.0%	0.0%	0
tcell-aml-single-c3-w6_	empty	84	74	13.5%	0.0%	0.0%	0	NA	58.0%	161	NA	0.0%	0.0%	0
tcell-aml-single-c3-w7_	acceptable	470204	431292	4.5%	1.0%	1.5%	71	41.0%	47.0%	153	0.2	0.0%	0.9%	0
tcell-aml-single-c3-w8_	empty	29	20	0.0%	0.0%	0.0%	0	NA	34.0%	98	NA	0.0%	0.0%	0
tcell-aml-single-c3-w9_	BrdU	129369	119234	3.5%	0.3%	25.2%	16	55.2%	50.0%	152	NA	0.0%	0.2%	0
tcell-aml-single-c4-w1_	poor	1389710	1277786	4.7%	3.0%	21.1%	194	67.6%	49.0%	152	0.18	0.0%	3.0%	0
tcell-aml-single-c4-w10_	empty	47	44	0.0%	0.0%	0.0%	0	NA	44.0%	38	NA	0.0%	0.0%	0
tcell-aml-single-c4-w11_	empty	18	12	0.0%	0.0%	0.0%	0	NA	37.0%	93	NA	0.0%	0.0%	0
tcell-aml-single-c4-w12_	acceptable	192372	176442	4.8%	0.4%	2.4%	27	48.4%	49.0%	154	0.3	0.0%	0.5%	0
tcell-aml-single-c4-w13_	empty	53	50	28.0%	0.0%	0.0%	0	NA	37.0%	156	1.53	0.0%	0.0%	0
tcell-aml-single-c4-w14_	acceptable	295199	270378	4.9%	0.6%	2.9%	42	51.5%	49.0%	153	0.24	0.0%	0.7%	0
tcell-aml-single-c4-w15_	BrdU	40891	37588	6.2%	0.1%	15.1%	5	29.6%	49.0%	152	NA	0.0%	0.1%	0
tcell-aml-single-c4-w16_	acceptable	203954	186646	3.6%	0.4%	2.9%	29	33.3%	49.0%	151	NA	0.0%	0.6%	0
tcell-aml-single-c4-w17_	poor	25664	23558	3.1%	0.1%	6.5%	3	23.1%	48.0%	155	>=2	0.0%	0.1%	0
tcell-aml-single-c4-w18_	acceptable	132449	121114	4.8%	0.3%	2.1%	19	40.0%	47.0%	152	NA	0.0%	0.2%	0
tcell-aml-single-c4-w19_	BrdU	103288	94514	4.5%	0.2%	6.7%	13	17.9%	50.0%	152	NA	0.0%	0.3%	0
tcell-aml-single-c4-w2_	poor	1152617	1057322	4.6%	2.5%	22.9%	165	59.6%	49.0%	152	0.18	0.0%	2.9%	0
tcell-aml-single-c4-w20_	acceptable	168635	154352	4.3%	0.4%	1.5%	24	53.3%	49.0%	150	0.33	0.0%	0.4%	0
tcell-aml-single-c4-w21_	BrdU	32249	28946	5.5%	0.1%	5.1%	3	15.4%	49.0%	155	>=2	0.0%	0.0%	0
tcell-aml-single-c4-w22_	acceptable	146142	133802	4.2%	0.3%	1.4%	21	43.8%	47.0%	154	0.38	0.0%	0.4%	0
tcell-aml-single-c4-w23_	acceptable	140369	128224	4.9%	0.3%	3.7%	20	43.8%	48.0%	151	0.32	0.0%	0.3%	0
tcell-aml-single-c4-w24_	BrdU	63460	58034	3.9%	0.1%	4.5%	9	24.0%	47.0%	151	>=2	0.0%	0.0%	0
tcell-aml-single-c4-w26_	acceptable	155967	142940	4.7%	0.3%	1.6%	22	37.9%	49.0%	152	NA	0.0%	0.4%	0
tcell-aml-single-c4-w27_	poor	89591	82666	4.7%	0.2%	2.3%	13	45.2%	48.0%	155	0.33	0.0%	0.5%	0
tcell-aml-single-c4-w28_	BrdU	29529	27008	4.3%	0.1%	6.4%	3	24.0%	49.0%	153	>=2	0.0%	0.0%	0
tcell-aml-single-c4-w29_	empty	20	20	0.0%	0.0%	0.0%	0	NA	38.0%	158	NA	0.0%	0.0%	0
tcell-aml-single-c4-w3_	BrdU	1838752	1690300	4.8%	3.9%	36.6%	266	61.4%	49.0%	153	0.17	0.0%	4.1%	0
tcell-aml-single-c4-w30_	poor	44956	41164	3.5%	0.1%	3.1%	6	30.8%	47.0%	153	0.46	0.0%	0.2%	0
tcell-aml-single-c4-w31_	BrdU	311414	288774	5.9%	0.7%	20.9%	39	56.7%	49.0%	155	NA	0.0%	0.4%	0
tcell-aml-single-c4-w32_	BrdU	74609	68404	3.9%	0.2%	5.4%	10	18.5%	48.0%	152	>=2	0.0%	0.4%	0
tcell-aml-single-c4-w33_	BrdU	45905	41954	4.3%	0.1%	3.5%	6	26.9%	49.0%	152	NA	0.0%	0.2%	0
tcell-aml-single-c4-w34_	BrdU	159981	148788	6.2%	0.3%	23.6%	20	64.7%	49.0%	153	0.43	0.0%	0.4%	0
tcell-aml-single-c4-w35_	acceptable	83787	76478	5.8%	0.2%	2.2%	11	60.0%	50.0%	153	0.45	0.0%	0.2%	0
tcell-aml-single-c4-w36_	acceptable	241701	221628	4.6%	0.5%	2.0%	36	33.3%	48.0%	151	0.26	0.0%	0.8%	0
tcell-aml-single-c4-w37_	acceptable	305410	279560	4.3%	0.7%	3.0%	46	53.6%	41.0%	156	0.23	0.0%	0.4%	0
tcell-aml-single-c4-w38_	empty	2	2	0.0%	0.0%	0.0%	0	NA	51.0%	68	NA	0.0%	0.0%	NA
tcell-aml-single-c4-w39_	acceptable	250385	228504	3.8%	0.5%	3.5%	37	42.9%	41.0%	152	0.23	0.0%	0.7%	0
tcell-aml-single-c4-w4_	poor	1199701	1102572	5.4%	2.5%	22.0%	170	63.2%	49.0%	153	0.18	0.0%	3.1%	0
tcell-aml-single-c4-w40_	BrdU	94320	87086	4.7%	0.2%	5.9%	13	23.3%	49.0%	151	NA	0.0%	0.1%	0
tcell-aml-single-c4-w41_	poor	25320	22996	5.0%	0.1%	6.3%	3	8.3%	47.0%	156	>=2	0.0%	0.1%	0
tcell-aml-single-c4-w42_	acceptable	159450	145368	5.7%	0.3%	2.7%	22	54.8%	49.0%	153	0.5	0.0%	0.5%	0
tcell-aml-single-c4-w43_	acceptable	201959	185946	7.3%	0.4%	3.2%	28	48.6%	48.0%	153	1.53	0.0%	0.6%	0
tcell-aml-single-c4-w44_	empty	6	6	0.0%	0.0%	0.0%	0	NA	33.0%	137	NA	0.0%	0.0%	0
tcell-aml-single-c4-w45_	acceptable	185647	169866	4.3%	0.4%	2.2%	26	38.9%	48.0%	152	0.27	0.0%	0.5%	0
tcell-aml-single-c4-w46_	empty	30	26	7.7%	0.0%	0.0%	0	NA	33.0%	149	NA	0.0%	0.0%	0
tcell-aml-single-c4-w47_	BrdU	81846	75262	4.2%	0.2%	9.9%	11	53.3%	49.0%	152	0.51	0.0%	0.2%	0
tcell-aml-single-c4-w48_	BrdU	45847	42556	4.6%	0.1%	4.6%	5	18.5%	45.0%	150	>=2	0.0%	0.1%	0
tcell-aml-single-c4-w49_	BrdU	254956	235422	6.0%	0.5%	8.4%	33	56.3%	49.0%	153	0.29	0.0%	0.7%	0
tcell-aml-single-c4-w5_	BrdU	249360	230116	3.8%	0.5%	5.6%	38	30.3%	47.0%	151	0.24	0.0%	0.5%	0
tcell-aml-single-c4-w6_	BrdU	61771	55720	3.9%	0.1%	3.8%	5	27.6%	49.0%	153	1.44	0.0%	0.2%	0
tcell-aml-single-c4-w7_	acceptable	601266	551172	5.3%	1.3%	2.4%	89	54.3%	47.0%	151	0.2	0.0%	1.5%	0
tcell-aml-single-c4-w8_	BrdU	232531	215006	6.1%	0.5%	9.6%	31	48.5%	50.0%	152	0.33	0.0%	0.6%	0
tcell-aml-single-c4-w9_	BrdU	243802	224784	4.9%	0.5%	24.8%	31	53.6%	49.0%	152	0.27	0.0%	0.4%	0
Undetermined_S0_L001_	p	1552013	1292508	1.6%	3.1%	0.0%	207	100.0%	49.0%	153	0.17	0.0%	3.3%	0
wt-fucci-negctrl-c7-w25_	p	28	20	0.0%	0.0%	0.0%	0	NA	35.0%	46	NA	0.0%	0.0%	0
wt-fucci-negctrl-c8-w25_	p	4	4	0.0%	0.0%	0.0%	0	NA	43.0%	156	NA	0.0%	0.0%	0
wt-fucci-single-c7-w1_	p	662633	608856	11.0%	1.3%	42.2%	76	71.9%	50.0%	154	0.25	0.0%	1.1%	0
